"id","name","description"
"117","Via Ferrata La Falaise de Meichira - Parcours principal (AD+)","Parcours principal AD+ de la Falaise de Meichira à 30 minutes de Digne les Bains. Progression sur falaise exposée Sud-ouest offrant une vue spectaculaire sur la Vallée de la Haute Bléone à plus de 1000 mètres d'altitude. Parcours moyen de 600 mètres avec 300 mètres de dénivelé depuis 1000m. Gaz fort dans environnement de falaise. Durée 3h à 3h30, accès 10 min, retour 40 min. Ã‰chappatoire possible à mi-chemin (vire du Bouc de Chabot). Accessible dès 1m40 et 40 kg minimum. Location équipement : 12â‚¬ adulte, 10â‚¬ enfant/étudiant/groupe. Accès : parking salle polyvalente, piste de Chichier, sentier à droite. Retour : sentier de la Colle, forêt, piste Chichier. IMPORTANT : Respecter sens itinéraire. Interdite temps orageux, enneigement ou nuit. Ouverture 01/04-30/10 de 7h-19h."
"118","Via Ferrata La Falaise de Meichira - Variante difficile (D)","Variante difficile D de la Falaise de Meichira à 30 minutes de Digne les Bains. Progression sur falaise exposée Sud-ouest offrant une vue spectaculaire sur la Vallée de la Haute Bléone à plus de 1000 mètres d'altitude. Parcours moyen de 600 mètres avec 300 mètres de dénivelé depuis 1000m. Gaz fort dans environnement de falaise. Durée 3h à 3h30, accès 10 min, retour 40 min. Ã‰chappatoire possible à mi-chemin (vire du Bouc de Chabot). Accessible dès 1m40 et 40 kg minimum. Location équipement : 12â‚¬ adulte, 10â‚¬ enfant/étudiant/groupe. Accès : parking salle polyvalente, piste de Chichier, sentier à droite. Retour : sentier de la Colle, forêt, piste Chichier. IMPORTANT : Respecter sens itinéraire. Interdite temps orageux, enneigement ou nuit. Ouverture 01/04-30/10 de 7h-19h."
"119","Via Ferrata La Cascade de La Fraîche","Via ferrata proche du centre du village sur le site exceptionnel de la Cascade de la Fraîche proposant un parcours aérien et varié de niveau D+. Parcours court de 200 mètres plus variantes avec 80 mètres de dénivelé entre 1500m et 1580m d'altitude. Exposition Sud-Ouest avec gaz faible dans un environnement de cascade. Durée environ 1h30 avec approche facile. Réservé aux pratiquants confirmés. Accessible du 1er mai au 31 octobre en fonction des conditions climatiques. Pas de tyrolienne. Renseignements Office de tourisme de Pralognan la Vanoise."
"120","Via Ferrata Le Tapoul - Parcours facile (PD)","Parcours facile PD du Tapoul se développant dans un cadre singulier et reposant, particulièrement adapté aux familles. Située à l'entrée du superbe site des gorges du Tapoul, à quelques mètres du bord de la rivière le Tarnon. Parcours moyen avec courte montée, tyrolienne d'une trentaine de mètres passant au-dessus de la rivière avec retour par grande passerelle. Remonte à droite sur une dizaine de mètres passant au-dessus de la falaise. Continue le long de la rivière jusqu'à dernière passerelle. Comprend 3 passerelles, 2 ponts de singe, 1 filet, 1 pont népalais. Altitude 755m-785m, exposition Est-Ouest, gaz faible. Durée 2h-3h. CRITIQUE : Attention niveau de l'eau car longe rivière, renoncer si trop élevé. Conception Antipodes, modernisée 2020. Location Loc Via 48."
"121","Via Ferrata Le Tapoul - Parcours difficile (AD)","Parcours difficile AD du Tapoul se développant dans un cadre singulier et reposant. Située à l'entrée du superbe site des gorges du Tapoul, à quelques mètres du bord de la rivière le Tarnon. Parcours moyen avec courte montée comportant légers dévers sans grosse difficulté. Tyrolienne passant au-dessus de la rivière avec retour par grande passerelle. Continue en vire légèrement montante sur le rocher avant de remonter. Continue le long de la rivière. Comprend 3 passerelles, 2 ponts de singe, 3 tyroliennes (dont 2 sur parcours difficile, évitables en changeant de parcours), 1 filet, 1 pont népalais, poulies speed. Altitude 755m-785m, exposition Est-Ouest, gaz faible. Durée 2h-3h. CRITIQUE : Attention niveau de l'eau car longe rivière, renoncer si trop élevé. Conception Antipodes, modernisée 2020. Location Loc Via 48."
"122","Via Ferrata Le Roc d'Anglars - Parcours normal (AD/PD+)","Parcours normal du Roc d'Anglars de niveau AD/PD+ créé en 2020 pour permettre à un public large de profiter de cet espace naturel en sécurité. Entre randonnée et escalade avec passages ludiques dont une tyrolienne, le plaisir est maximal. Surplombant le village tarn-et-garonnais, vue imprenable une fois arrivé sur la crête. Sur ligne de crête à flanc de falaise, progression sur bout des pieds avec vide dans le dos. Prises métalliques et petites marches fixées dans la roche pour accessibilité à tous, même aux enfants. Passage près de grottes et failles apportant courants d'air frais surprenants mais agréables par beau temps. Vue à couper le souffle en haut du Roc. Ligne de vie continue compatible AEROLINKÂ® ou classique. Conception Alpes Ingé, Antipodes, TechFun 2019. CRITIQUE : FERMÃ‰E Avril-Juin (nidification faucons pèlerins)."
"123","Via Ferrata Le Roc d'Anglars - Parcours sportif (D+)","Parcours sportif du Roc d'Anglars de niveau D+ réservé aux initiés, créé en 2020. Entre randonnée et escalade, plaisir maximal. Surplombant le village tarn-et-garonnais, le Roc d'Anglars est connu pour ses nombreuses voies d'escalade. Vue imprenable une fois arrivé sur la crête. Sur ligne de crête à flanc de falaise, progression sur bout des pieds avec vide dans le dos. Les passages deviennent rapidement impressionnants. Prises métalliques et petites marches fixées dans la roche. Passage près de grottes et failles apportant courants d'air frais surprenants mais agréables. Vue à couper le souffle en haut du Roc. Ligne de vie continue compatible AEROLINKÂ® ou classique. Conception Alpes Ingé, Antipodes, TechFun 2019. CRITIQUE : FERMÃ‰E Avril-Juin (nidification faucons pèlerins). Contacter OT."
"124","Via Ferrata Le Thaurac - 1ère partie ouverte (AD)","Via ferrata du Thaurac de niveau AD offrant une balade en pleine paroi au-dessus des Gorges de l'Hérault et dans des cavités naturelles, conférant une ambiance particulière entre spéléologie et escalade. Parcours court comprenant traversée des deux cheminées avec option échappatoire et tyrolienne. Exposition Sud/Sud-Ouest avec gaz faible dans environnement de grottes, gorges et forêt. Durée 1h (réalité 30 min), approche 15 min. Accessible dès 6 ans et 142 cm minimum. IMPORTANT : Prévoir lampe frontale pour les cheminées. Accès plutôt mal balisé : parking Grotte des Demoiselles puis suivre tracé. Plusieurs chemins retour possibles pour découvrir site. CRITIQUE : 2ème partie FERMÃ‰E par arrêté (désaccord financier propriété), non-entretenue, à risques et périls. Accompagnement : Entre2nature ou Escal'OSud (mai-octobre)."
"126","Via Ferrata La Saint-Christophe - 1er tronçon athlétique (D)","1er tronçon de La Saint-Christophe : itinéraire athlétique de niveau D sans échappatoire pour via ferratistes débrouillés. Le bouillonnant Vénéon bleu turquoise, passerelle aérée et remuante, parcours varié et bien pensé avec passages athlétiques et bonnes sensations de vide font de cette via ferrata une réussite du genre. Départ 1200m, dénivelé 180m, exposition Sud-Ouest. Durée 2h30. Environnement canyon avec gaz fort. Retour depuis statue du Collet 15 min par sentier descendant sur village, traversée torrent du Diable, moulin rénové à admirer. IMPORTANT : Départ 1ère partie partiellement enseveli par catastrophe naturelle 2024, reste accessible derrière butte de pierre mais on quitte câble rapidement, nouveau départ un peu plus loin. Location matériel base eaux vives Plan du lac."
"127","Via Ferrata La Saint-Christophe - 2ème tronçon enfants (PD)","2ème tronçon de La Saint-Christophe : itinéraire accessible aux enfants dès 6 ans de niveau PD sans difficulté. Le bouillonnant Vénéon bleu turquoise, passerelle aérée et remuante, parcours varié et bien pensé font de cette via ferrata une réussite du genre. Départ 1385m, dénivelé 160m, exposition Sud-Ouest. Durée 1h30. Environnement canyon avec gaz fort. Retour depuis statue du Collet 15 min par sentier descendant sur village, traversée torrent du Diable, moulin rénové à admirer. Location matériel base eaux vives Plan du lac. Parking options : Plan du lac (près gîte + 400m marche) ou village St-Christophe (parking Banchet intersection 2 via ferrata ou parking église, puis descente sentiers)."
"128","Via Ferrata La Chal","Via Ferrata de La Chal offrant expérience riche en sensations fortes aux abords des falaises de la route du Col du Glandon. Débute par raide pilier accédant à arête des Moulins facile mais très aérienne avec vue sur village. Passerelle de 21m très gazeuse avec échappatoire au bout. 2ème partie plus athlétique et très aérienne : 2 ponts de singe (7m et 15m), mur raide, vire. Difficulté : fissure oblique courte mais très raide et très athlétique. Arrivée sommet Montrond 1470m avec vue sur vallée et Mont Blanc. Parcours 600m, dénivelé 260m, approche 15 min, orientation SE, gaz fort. Durée 3-4h selon fréquentation/niveau. Un seul échappatoire après passerelle. INTERDIT : adultes non expérimentés, enfants < 1,20m, mineurs non accompagnés. Partir tôt matin éviter chaleurs été."
"129","Via Ferrata Le Capaillan - Parcours d'initiation enfants","Le Capaillan : petite via ferrata d'initiation pour enfants et débutants située au bas de la via ferrata La Chal. Parcours court de 100 mètres à altitude maximale de 1250m. Durée environ 40 minutes avec approche très courte de 1 minute et retour de 5 minutes. Environnement falaise et forêt avec gaz faible. Idéal pour initier les enfants à la via ferrata dans un cadre sécurisé. IMPORTANT : Enfants < 1,20m et mineurs doivent être accompagnés d'un adulte expérimenté. Ouverture du 1er mai au 31 octobre selon conditions climatiques."
"130","Via Ferrata Les Etroits - La Traversée des Beaumes (PD)","La Traversée des Beaumes des Etroits : première partie de niveau PD sur 800 mètres. Via ferrata horizontale surplombant le lit de la Souloise dans le défilé. Les accompagnateurs peuvent suivre intégralement la progression des grimpeurs. Altitude maxi 1270m, dénivelé 100m. Accès à peine 5 min, retour 10 min. Durée 2h30 approx pour ensemble. Environnement gorges avec gaz fort. Ã‰chelle inversée au niveau du départ difficile. Location matériel : magasins sport Superdévoluy et La Joue du Loup (juillet/août), La Souloise (toute l'année). Accompagnement pro disponible via OT. Ouverture 15/04 au 08/11."
"131","Via Ferrata Les Etroits - La Vertigo (D+)","La Vertigo des Etroits : seconde partie de niveau D+ sur 1280 mètres avec petit pont de singe et passerelle. Via ferrata horizontale surplombant le lit de la Souloise dans le défilé. Les accompagnateurs peuvent suivre intégralement la progression des grimpeurs. Altitude maxi 1270m, dénivelé 100m. Accès à peine 5 min, retour 10 min. Durée 2h30 approx pour ensemble. Environnement gorges avec gaz fort. Ã‰chelle inversée au niveau du départ difficile. Location matériel : magasins sport Superdévoluy et La Joue du Loup (juillet/août), La Souloise (toute l'année). Accompagnement pro disponible via OT. Ouverture 15/04 au 08/11."
"132","Via Ferrata Le Parc Thermal - Tronçon 1 partie basse (AD+)","Tronçon 1 partie basse du Parc Thermal de niveau AD+ (assez difficile supérieur). Via ferrata tracée dans les gorges du Bonnant entre Parc Thermal et bourg de Saint-Gervais Mont-Blanc. Ã‰quipée de 6 ouvrages : 3 passerelles népalaises, 1 passerelle rondins, 1 poutre, 1 pont de singes, plus équipements classiques (échelles, barreaux). Durée environ 1h. Ã‰chappatoire 1 Mick Bozon au niveau passerelle des Thermes en fin de tronçon. Taille minimum 1,50m. Départ derrière Thermes accessible 15 min à pied. Environnement canyon et forêt, gaz moyen. Parking conseillé : télécabine Bettex puis sentier Parc Thermal (échauffement physique). Gare SNCF Saint Gervais 25 min à pied. Fermée hiver : coulées neige + hivernage faune."
"133","Via Ferrata Le Parc Thermal - Tronçon 2 partie intermédiaire (D+)","Tronçon 2 partie intermédiaire du Parc Thermal de niveau D+ (difficile supérieur). Via ferrata tracée dans gorges du Bonnant. Tronçon athlétique après première échappatoire. Ã‰quipée de 6 ouvrages : 3 passerelles népalaises, 1 passerelle rondins, 1 poutre, 1 pont de singes. Durée environ 1h30. Ã‰chappatoire 2 Maurice Lenoir et échappatoire 3 Thierry Broisat. Taille minimum 1,50m. Possible prendre départ depuis passerelle des Thermes sans faire tronçon 1. Environnement canyon et forêt, gaz moyen. Parking conseillé : télécabine Bettex. Gare SNCF Saint Gervais 25 min à pied. Fermée hiver : coulées neige + hivernage faune."
"134","Via Ferrata Le Parc Thermal - Tronçon 3 partie finale (TD+)","Tronçon 3 partie finale du Parc Thermal de niveau TD+ (très difficile supérieur). Via ferrata tracée dans gorges du Bonnant. Tronçon athlétique. CRITIQUE : Demande des COMPÃ‰TENCES EN ESCALADE et une PARFAITE CONDITION PHYSIQUE. Ã‰quipée de 6 ouvrages : 3 passerelles népalaises, 1 passerelle rondins, 1 poutre, 1 pont de singes. Durée environ 1h. Sortie finale sous les ruines du Châtelet. Taille minimum 1,50m. Environnement canyon et forêt, gaz moyen. Parking conseillé : télécabine Bettex (retour facile depuis sortie finale). Gare SNCF Saint Gervais 25 min à pied. Fermée hiver : coulées neige + hivernage faune."
"135","Via Ferrata Jules Carret - Parcours de la Grotte à Carret (D à ED)","Parcours de la Grotte à Carret de Jules Carret de niveau D à ED réservé aux pratiquants expérimentés. Fait appel à vos qualités de grimpeur avec passages vertigineux nécessitant excellente condition physique. Au programme : passage de l'arche, traversée soutenue dans dalles vertigineuses, pont de singe, pont himalayen, poutre du grand toit et sortie aérienne sur pédiglia (poignée échelon pour une seule main). Environnement falaise, grotte et forêt avec gaz fort. Approche longue : 55 min depuis parking Doriaz (Les Déserts) ou 1h depuis parking Lovettaz (St Jean d'Arvey). Retours : 30 min vers Doriaz ou 1h55 vers Lovettaz par Col Doriaz. Gare SNCF Chambéry à proximité."
"136","Via Ferrata Jules Carret - Parcours du P'tchi (D à ED)","Parcours du P'tchi de Jules Carret de niveau D à ED réservé aux pratiquants expérimentés. Succession de passages aériens. ""L'Oeil à Carret"" est l'une des curiosités historiques du parcours avant de laisser place au dernier ressaut. Possibilité de bifurquer vers itinéraire ""Grotte à Carret"" (variante). Le ""Trottoir à Jules"" mène au belvédère du Rocher de Charvetan. Environnement falaise, grotte et forêt avec gaz fort. Approche longue : 55 min depuis parking Doriaz (Les Déserts) ou 1h depuis parking Lovettaz (St Jean d'Arvey). Retours : 30 min vers Doriaz ou 1h55 vers Lovettaz par Col Doriaz. Gare SNCF Chambéry à proximité."
"137","Via Ferrata Le Rocher de La Chaux - La Voie de l'Oeil (ED)","La Voie de l'Oeil : L'UNE DES PLUS DURES DE FRANCE, aspire à devenir une référence. Tracée dans le secteur le plus déversant de la paroi offrant ensemble très athlétique et aérien. L'itinéraire se faufile entre surplombs avec succession de passages très athlétiques et continus. 270m environ, 1h30 d'efforts. CRITIQUE : Longe courte OBLIGATOIRE et encordement vivement recommandé. Deux échappatoires vers Tête de l'Eléphant (plus facile). Après efforts, vue panoramique époustouflante : St Jean d'Aulps, Roc d'Enfer, Mont Blanc. Rocher calcaire, exposition Sud-Est, dénivelé 213m (960m-1173m), gaz fort. Chemin accès raide parfois glissant 20-30 min. Retour 30-40 min par sentier balisé du Couteau avec câble équipé. Parking cimetière."
"138","Via Ferrata Le Rocher de La Chaux - La Tête de l'Eléphant (D+)","La Tête de l'Eléphant : parcours de niveau D+ plus facile que La Voie de l'Oeil. Accessible depuis les deux échappatoires de La Voie de l'Oeil. Parcours moyen de 300m sur rocher calcaire avec exposition Sud-Est et gaz fort. Durée 1h30. Dénivelé 213m (960m-1173m). Vue panoramique au sommet : St Jean d'Aulps, Roc d'Enfer, Mont Blanc. Environnement falaise et forêt. Chemin accès raide parfois glissant 20-30 min. Retour 30-40 min par sentier balisé du Couteau dans les bois avec partie descente équipée câble. Parking cimetière. Période conseillée : printemps, été, automne. Se renseigner auprès OT pour conditions accès."
"139","Via Ferrata Les Rochers de la Miramande - Parcours Vert (PD)","Parcours Vert des Rochers de la Miramande de niveau PD. Fait partie d'un ensemble de 3 parcours avec différence au choix du rocher à grimper au début. Les itinéraires bleu et rouge rejoignent à mi-parcours pour arriver au niveau du vert qui termine la via ferrata. Parcours court de 250 mètres avec 26 mètres de dénivelé entre 990m et 1016m. Durée 15 min approx avec approche 10 min et retour 10-15 min. Environnement forêt avec gaz faible. Location matériel au bar du village ""Chacornac"". Accès libre toute l'année."
"140","Via Ferrata Les Rochers de la Miramande - Parcours Bleu (PD+)","Parcours Bleu des Rochers de la Miramande de niveau PD+ (un peu plus difficile que le vert selon retour terrain). Fait partie d'un ensemble de 3 parcours avec différence au choix du rocher à grimper au début. Rejoint le parcours rouge à mi-parcours puis arrive au niveau du vert qui termine la via ferrata. Parcours moyen de 350 mètres avec 55 mètres de dénivelé entre 935m et 990m. Durée 45 min avec approche 20-30 min et retour 10-15 min. Environnement forêt avec gaz faible. Location matériel au bar du village ""Chacornac"". Accès libre toute l'année."
"141","Via Ferrata Les Rochers de la Miramande - Parcours Rouge (AD)","Parcours Rouge des Rochers de la Miramande de niveau AD. Fait partie d'un ensemble de 3 parcours avec différence au choix du rocher à grimper au début. Rejoint le parcours bleu à mi-parcours puis arrive au niveau du vert qui termine la via ferrata. Parcours moyen de 350 mètres avec 100 mètres de dénivelé entre 890m et 990m. Durée 45 min avec approche 20-30 min et retour 10-15 min. Environnement forêt avec gaz faible. Location matériel au bar du village ""Chacornac"". Accès libre toute l'année."
"142","Via Ferrata Jacques Revaclier","Parcours court mais très aérien offrant une expérience progressive. La première section s'apparente à de la randonnée sécurisée, suivie d'une partie avec forte sensation de vide. La sortie finale requiert quelques efforts physiques. Le secteur abrite des Faucons Pèlerins, espèce protégée : éviter toute pratique entre février et fin mai pour préserver leur nidification."
"143","Via Ferrata La Dordogne","Parcours varié et accessible offrant une belle expérience en milieu naturel forestier et rivière. Avec ses cotations allant de F (facile) à D (difficile), ce parcours convient aussi bien aux débutants qu'aux pratiquants confirmés. Le faible niveau de gaz et la marche d'approche aisée en font une via ferrata idéale pour une première expérience ou une sortie famille."
"144","Via Ferrata Le Cochet","Parcours de niveau perfectionnement situé sur les belles falaises claires de quartzites dominant le village de Saint-Martin-de-Belleville. Les parois de roche dure orientées à l'est offrent un environnement naturel remarquable entre falaise et forêt. Avec une sensation de vide modérée et une échappatoire à mi-parcours, cette via convient aux pratiquants entraînés recherchant un challenge technique."
"145","Via Ferrata Le Télégraphe","Parcours long et exigeant situé sur un site historique remarquable. Cette via ferrata offre une progression variée de PD à D avec une forte sensation de vide. La marche d'approche difficile et le dénivelé important de 900 mètres en font un itinéraire réservé aux pratiquants entraînés à confirmés. Un arrêté municipal peut restreindre l'accès à certaines parties du parcours."
"146","Via Ferrata Le Fenouillèdes","Parcours varié offrant deux itinéraires distincts : Pichona (découverte, niveau F) et Panoramique (niveau AD+). Situé en crête, le site procure des sensations fortes en toute sécurité avec de superbes points de vue sur la vallée de l'Agly. L'exposition variée garantit un ensoleillement optimal. Attention : stationnement interdit sous la via ferrata en raison des risques de chutes de pierres. Taille minimale requise de 1,70 m bras tendus pour le parcours panoramique."
"147","Via Ferrata La Roche Veyrand","Parcours en deux parties distinctes : la première cotée AD (450m de câble, 160m de dénivelé) et la seconde TD (350m de câble, 170m de dénivelé). Très bien équipé avec de nombreuses prises naturelles. La marche d'approche est exigeante avec plus de 300m de dénivelé en pente soutenue sur 50 minutes. Le parcours offre des passages variés incluant dalles, pont du Dolmen, dièdre, passerelles et sections avec fort gaz (200-250m de vide). Possibilité d'accéder au sommet pour une vue panoramique sur le massif de la Chartreuse. Temps total comprenant approche et retour : 5 à 6 heures."
"148","Via Ferrata Le Vidourle","Parcours sportif original alternant milieux rocheux et aquatiques le long de la rivière. Deux itinéraires possibles : un parcours AD accessible par la gauche et un parcours TD très difficile par la droite nécessitant un niveau expert avec surplomb athlétique et mur déversé. La traversée initiale est physique et sollicite fortement les bras. Le parcours offre une tyrolienne, un pont de singe et un passage à travers la roche. L'itinéraire se termine par une zone de détente propice à la baignade. Déconseillé aux débutants sur la partie droite."
"149","Via Ferrata La Comborcière","Parcours varié situé dans un cadre de haute montagne grandiose au pied du Col de la Croix de Fer, offrant une vue imprenable. L'itinéraire propose une succession d'agrès diversifiés : montées sur échelons, traversées, vires, plateformes étroites, franchissement de poutres, passerelles et pont de singe. Le parcours se termine de manière spectaculaire par une impressionnante tyrolienne de 150 mètres permettant de finir en beauté. Deux variantes disponibles selon le niveau (AD à D)."
"150","Via Ferrata Le Bois des Baltuèrgues","Parcours exigeant situé sur la berge ouest des gorges de la Truyère, proposant deux itinéraires de niveaux difficile (D) et très difficile (TD). Le site offre une immersion dans un environnement naturel verdoyant ponctué de cascades et ruisseaux. L'itinéraire comprend des passages aériens avec passerelles et ponts de singes suspendus au-dessus du vide, procurant des sensations fortes. Après environ une heure de parcours, possibilité de remonter ou de poursuivre plus profondément dans les gorges. Le dénivelé de 200 mètres en fait un parcours sportif."
"151","Via Ferrata de Bauroux","Parcours exceptionnel situé au Baou Roux, joyau caché du haut pays offrant une aventure remarquable pour les pratiquants confirmés. Ce parcours de niveau difficile présente une forte sensation de vide sur une falaise exposée plein sud. Le dénivelé de 200 mètres procure un engagement physique important. La marche d'approche facile de 15 minutes contraste avec le retour plus long d'environ 1 heure par Vieux-Séranon. L'altitude de 1400 mètres garantit un panorama exceptionnel."
"152","Via Ferrata La Cordée des Dahuts","Parcours familial situé dans le magnifique vallon de la Sambuy à 1850 mètres d'altitude, au cœur du Parc naturel régional du Massif des Bauges. Idéal pour une découverte en famille ou entre amis, ce parcours de niveau peu difficile propose des obstacles ludiques variés : ponts de singe, passerelles, échelles face au vide et poutres suspendues. Trois échappatoires permettent d'adapter le parcours selon les besoins. Attention : depuis la fermeture définitive de la station en 2024, il n'y a plus de remontées mécaniques ni de location de matériel sur place, l'accès se fait désormais uniquement à pied."
"153","Via Ferrata Le Mont","Parcours varié situé dans la barre rocheuse calcaire sous le village du Mont, dominant les gorges des Tines entre Samoëns et Sixt-Fer-à-Cheval. Son exposition favorable et sa faible altitude permettent une pratique tout au long de l'année. Quatre itinéraires modulables selon le temps et le niveau : le parcours court via la vire de l'Ours et la Dalle des Paresseux, la petite boucle avec la traversée aérienne de la vire du Raffour, la traversée complète incluant l'impressionnante passerelle de l'Ou-Izès, et la grande boucle combinant tous les éléments. Taille minimum requise : 1,40m. Interdit en cas de pluie, risque d'orage ou neige."
"154","Via Ferrata Les Comtes Lascaris","Via ferrata sportive offrant un voyage dans le passé avec les vestiges du château médiéval des comtes Lascaris, la grotte des Hérétiques et la chapelle Saint-Sauveur surplombant le village. Deux parcours : la Voie des Hérétiques (D, 348m de dénivelé, 3h) la plus technique, et la Voie du Château (F, 110m de dénivelé, 1h30) plus accessible. Équipements remarquables incluant pont tibétain, pont de singe et tyroliennes de plus de 100 mètres. Attention : utilisation obligatoire d'une poulie rapide à haut rendement pour les tyroliennes, positionnée à maximum 40cm sur le pontet du harnais. Gants indispensables. Âge minimum : 12 ans."
"155","Via Ferrata La Roche à l'Agathe","Parcours exigeant en deux parties avec des niveaux de difficulté progressifs. La première partie est cotée D, tandis que la seconde offre deux options de sortie : D à D+ par l'échelle ou ED (extrêmement difficile) par le surplomb. Ce parcours situé en environnement urbain sur falaise expose plein sud-ouest et procure de fortes sensations avec 235 mètres de dénivelé. L'accès rapide depuis le parking de l'Avenue du Vieux Pont en fait une via facilement accessible. Pratique interdite la nuit. Temps total incluant montée et descente : 2 à 3 heures."
"156","Via Ferrata Le Grand Vallon","Parcours varié en trois sections offrant une progression modulable dans un environnement naturel remarquable entre cascade, forêt et canyon. Premier tiers AD (assez difficile), deuxième tiers D à TD (difficile à très difficile, cotation considérée comme légèrement surestimée), et troisième tiers AD. Deux échappatoires permettent d'adapter le parcours. Itinéraire équipé pour les enfants à partir de 10 ans avec quelques passages athlétiques et aériens. Sortie directe à proximité du parking. Port du casque obligatoire. Réservé aux personnes ayant une expérience de la montagne."
"157","Via Ferrata Le Poingt-Ravier","Parcours d'initiation idéal situé au cœur de Valloire, parfaitement adapté aux débutants et aux familles avec enfants. Cette via ferrata de niveau peu difficile offre une approche très accessible avec seulement 2 minutes de marche depuis le parking. Le parcours propose deux options de sortie permettant d'adapter l'itinéraire selon les capacités. Avec un faible niveau de gaz et une longueur totale de 600 mètres, c'est un excellent choix pour une première expérience en via ferrata dans un environnement urbain sécurisé."
"158","Via Ferrata Le Rocher Saint-Pierre","Parcours technique proposant deux itinéraires distincts pour s'adapter à différents niveaux. Le parcours 1 (TD - très difficile, 450m, 2h15, altitude max 1582m) offre un défi exigeant avec de fortes sensations, tandis que le parcours 2 (AD+ - assez difficile, 450m, 2h, altitude max 1570m) propose une alternative légèrement moins technique. Les deux parcours bénéficient d'un accès remarquablement facile avec seulement 2 minutes de marche d'approche. L'environnement entre falaise et forêt procure une expérience variée avec un fort niveau de gaz pour les pratiquants entraînés à confirmés."
"159","Via Ferrata La Cascade de Bérard","Via ferrata récente inaugurée le 21 juillet 2023, située dans le magnifique cadre du massif du Haut-Giffre et des Aiguilles Rouges. Ce parcours court mais technique évolue dans un environnement remarquable entre forêt et cascade. Avec un faible niveau de gaz et un dénivelé modéré de 40 mètres, il offre une expérience accessible aux pratiquants entraînés. L'exposition sud et sud-est garantit un bon ensoleillement. Les accès et retours sont rapides (15 et 20 minutes) facilitant la pratique."
"160","Via Ferrata La Cascade de la Fare","Parcours remarquable situé sur les flancs du Massif des Grandes Rousses, au bord de la magnifique cascade de la Fare. Deux tronçons réalisables séparément : ""La Cascade"" (D+, 400m, 2h) - itinéraire aérien et vertical longeant la cascade mythique avec un sentier échappatoire, et ""Les Passerelles"" (D, 500m, 2h30) - parcours plus facile à travers les pentes boisées avec franchissement de deux grandes passerelles dominant le talweg. Rocher en granit, exposition nord-ouest, dénivelé de 297 mètres. Accessible aux débutants à partir de 14 ans et aux grimpeurs aguerris. Cotation ressentie AD- et AD, plus accessible que la cotation officielle D/D+. Interdite aux adultes non expérimentés et mineurs non accompagnés."
"161","Via Ferrata du Levassaix","Parcours d'initiation aménagé sur une barre rocheuse surplombant le village du Levassaix, situé à 1 kilomètre des Menuires. Idéal pour les débutants, ce parcours de niveau peu difficile offre une approche accessible de la via ferrata avec un faible niveau de gaz. L'accès se fait en 15 minutes depuis le parking fléché au bord de la route longeant le village. Avec ses 350 mètres de longueur et un dénivelé modéré de 80 mètres, c'est un excellent choix pour une première expérience en altitude."
"162","Via Ferrata du Then","Via ferrata familiale accessible à tous, se déroulant dans une ambiance forestière peu aérienne, idéale pour débuter. Aménagée sur de la roche volcanique appelée ""Then"", le parcours propose un aspect pédagogique avec des pancartes informatives sur la faune, la flore et la géologie locale. Deux itinéraires disponibles : le parcours bleu (PD, 30min à 1h15) parfait pour l'initiation, et le parcours rouge (AD, 1h à 1h30) avec deux petits ponts de singe. Exposition nord-ouest avec un dénivelé de 50 mètres. À l'arrivée, accès à 10 voies d'escalade (5b au 6b). Possibilité de refaire les parcours facilement depuis le chemin."
"163","Via Ferrata L'Arsine","Itinéraire idéal pour débutants alternant murs et vires herbeuses sans surplombs, permettant de se familiariser avec le vide en toute sécurité. Bien équipé avec une échappatoire à mi-parcours. Situé sur les contreforts du massif de la Meije en bordure de la Romanche, le parcours bénéficie d'une exposition nord garantissant fraîcheur l'été. Points forts : remontée d'un pilier raide, belle dalle déversante au-dessus d'un toit, et éperon final offrant une vue remarquable sur les Agneaux. Les derniers mètres s'apparentent à de la randonnée vertigineuse. Roche en granit sur 300 mètres de longueur avec 200 mètres de dénivelé."
"164","Via Ferrata du Lac de Villefort","Parcours spectaculaire offrant deux itinéraires (facile réel AD et difficile D) avec tronçons communs dans un environnement lacustre exceptionnel. Le parcours se développe horizontalement en traversant un canyon par pont népalais. Parcours facile : descente au niveau de l'eau puis remontée. Parcours difficile : développement vertical rejoignant rapidement le canyon. Nombreux agrès : 1 passerelle longue, 6 ponts de singe, 2 ponts népalais, 1 poutre et 1 tyrolienne facultative de 70 mètres (poulie Speed). Plusieurs échappatoires et options permettent de moduler l'itinéraire. Vue remarquable sur l'imposant château de Castanet surgissant de l'eau. Retour par sentier supérieur en 15 minutes. Conception Antipodes 2011."
